Cueanexo,submodalidad
300195100,2
300195100,1
300195200,1
300195200,2
300195300,2
300195300,1
300195400,2
300195400,1
300195600,1
300195600,2
300195700,3
300195800,1
300195800,2
300195900,1
300195900,2
300196000,1
300196000,2
300196100,1
300196100,2
300196200,3
300196300,3
300196400,1
300196400,2
300196500,3
300196700,2
300196700,1
300196800,2
300196800,1
300196900,2
300197000,2
300197000,1
300197100,3
300197200,1
300197200,2
300197300,2
300197600,1
300197600,2
300197900,3
300198000,2
300198000,1
300198200,1
300198200,2
300198400,2
300198400,1
300198600,2
300198600,1
300198700,1
300198700,2
300198800,2
300198800,1
300198900,2
300198900,1
300199100,1
300199100,2
300199200,2
300199200,1
300199400,2
300199400,1
300199500,1
300199500,2
300199800,3
300199900,2
300199900,1
300200100,1
300200100,2
300200200,1
300200200,2
300200300,2
300200400,2
300200400,1
300200500,1
300200500,2
300200700,2
300200700,1
300200800,3
300200900,3
300201000,1
300201000,2
300201200,3
300201300,1
300201300,2
300201400,1
300202700,1
300202800,1
300202900,2
300202900,1
300206800,1
300206800,2
300207100,1
300207100,2
300207400,1
300207400,2
300207600,2
300207600,1
300207800,3
300208300,1
300208300,2
300208600,3
300208900,3
300209000,1
300209000,2
300209100,2
300209200,1
300209200,2
300209400,1
300209400,2
300209500,2
300209500,1
300209600,3
300211500,2
300211500,1
300211600,3
300220200,1
300220300,1
300220400,1
300220500,1
300220500,2
300220600,3
300221600,2
300230600,3
300231000,3
300231400,3
300231500,3
300231600,3
300231900,3
300242900,2
300243000,2
300243000,1
300243100,2
300248300,3
300248400,3
300251400,2
300251400,1
300251500,3
300251600,3
300251700,3
300251800,2
300251800,1
300251900,3
300252000,1
300252000,2
300252100,1
300252100,2
300252200,2
300252200,1
300252300,2
300252300,1
300252400,2
300252400,1
300252500,2
300255000,3
300255100,3
300255200,3
300255300,3
300255400,3
300255700,3
300255800,3
300255900,3
300256000,3
300256100,3
300256102,3
300256103,3
300256400,3
300256500,3
300256600,3
300256700,3
300256800,3
300256900,3
300257100,3
300257200,3
300257300,3
300257400,3
300257500,3
300257600,3
300257700,3
300257800,3
300257900,3
300258000,3
300258001,3
300258100,3
300258200,3
300258300,3
300258400,3
300258401,3
300258500,3
300258600,3
300258700,3
300258800,3
300258900,3
300259000,3
300259100,3
300259200,3
300259201,3
300259300,3
300259400,3
300259500,3
300259600,3
300259700,3
300259800,3
300259900,3
300260000,3
300260100,3
300260200,3
300260300,3
300260400,3
300260500,3
300260600,3
300260800,3
300260900,3
300261000,3
300261100,3
300261300,3
300261400,3
300261500,3
300261600,3
300261700,3
300261900,3
300262000,3
300262100,3
300262200,3
300262300,3
300262400,3
300262500,3
300262600,3
300262700,3
300262800,3
300262900,3
300263100,3
300263200,3
300263300,3
300263400,3
300263500,3
300263600,3
300263700,3
300263800,3
300263900,3
300264000,3
300264100,3
300264200,3
300264300,3
300264400,3
300264500,3
300264501,3
300264600,3
300264700,3
300264800,3
300264900,3
300265000,3
300265100,3
300265200,3
300265300,3
300265400,3
300265500,3
300265600,3
300265800,3
300265900,3
300266000,3
300266100,3
300266200,3
300266300,3
300266400,3
300266500,3
300266501,3
300266600,3
300266800,3
300266900,3
300267000,3
300267100,3
300267200,3
300267400,3
300267500,3
300267600,3
300267700,3
300267800,3
300267900,3
300268000,3
300268100,3
300268200,3
300268300,3
300268400,3
300268600,3
300268700,3
300268800,3
300268900,3
300269000,3
300269100,3
300269200,3
300269300,3
300269400,3
300269500,3
300269600,3
300269700,3
300269800,3
300269900,3
300270000,3
300270100,3
300270200,3
300270300,3
300270400,3
300270500,3
300270600,3
300270700,3
300270800,3
300270900,3
300271000,3
300271100,3
300271200,3
300271300,3
300271400,3
300271500,2
300271500,1
300271600,2
300271700,2
300271700,1
300272100,3
300272200,3
300272400,3
300279200,2
300279300,1
300279300,2
300279400,1
300279500,1
300279600,2
300279700,2
300279700,1
300280300,3
300280400,3
300280500,3
300280600,3
300280700,3
300283600,1
300283700,2
300283700,1
300283800,2
300283800,1
300283900,2
300283900,1
300284000,2
300284000,1
300284200,3
300284500,3
300284600,3
300284700,3
300284800,3
300284900,3
300285200,3
300286400,3
300286500,3
300286600,3
300286700,3
300286800,3
300286900,1
300287200,3
300287300,3
300289000,3
300289600,2
300289600,1
300290600,3
300290700,1
300290800,1
300290900,3
300291000,3
300291100,3
300291200,3
300291300,3
300291400,3
300291500,3
300291600,3
300291700,3
300291800,1
300292000,1
300292000,2
300292400,3
300292500,3
300292600,3
300293000,2
300293200,1
300293300,1
300293400,1
300293500,1
300293700,1
300293800,1
300294000,1
300294200,1
300294900,1
300295000,1
300295300,1
300295400,1
300295700,1
300295900,1
300296000,1
300296100,1
300296300,1
300296400,1
300296500,1
300296600,1
300296700,1
300296800,1
300296900,1
300297100,1
300297200,1
300297300,1
300297400,1
300297500,1
300297600,1
300297800,1
300297900,1
300298000,1
300298200,1
300298300,1
300298400,1
300298500,1
300298600,1
300298700,1
300298800,1
300298900,1
300299100,3
300299500,1
300299700,3
300299701,3
300300300,1
300300300,2
300300400,2
300300900,1
300300900,2
300301000,1
300301100,2
300301200,1
300301300,2
300301500,2
300301500,1
300301600,3
300301700,1
300301800,1
300302000,1
300302000,2
300302400,1
300302500,1
300302900,1
300302900,2
300303000,3
300303100,3
300303800,3
300303900,3
300304100,2
300304100,1
300304200,3
300304300,1
300304400,1
300304500,1
300304600,1
300304700,1
300304700,2
300304900,1
300305000,3
300305100,3
300305500,2
300306000,2
300306200,1
300306300,1
300306400,1
300307000,3
300307001,3
300307100,3
300307200,1
300307300,2
300307300,1
300307500,3
300307600,3
300307700,3
300307800,3
300307900,3
300308000,3
300308100,3
300308200,3
300308300,3
300308400,3
300308500,3
300308600,3
300308700,3
300308800,3
300308900,3
300309000,3
300309500,1
300309700,1
300309800,1
300309900,1
300310000,1
300310100,1
300310200,1
300310300,1
300310400,1
300310500,1
300310600,1
300310700,1
300310800,1
300312200,3
300312300,3
300312500,3
300312600,3
300312700,1
300312800,3
300313000,1
300313100,1
300314100,1
300314100,2
300314200,1
300314200,2
300314800,1
300314800,2
300314900,2
300315000,1
300315000,2
300315100,3
300315300,3
300315400,1
300315400,2
300315900,2
300316100,3
300316200,3
300317000,2
300317200,1
300317400,1
300317500,1
300317600,1
300317700,1
300318100,3
300318200,2
300318200,1
300318300,1
300318300,2
300318400,1
300318500,1
300318600,1
300318700,1
300318800,3
300318900,1
300319000,1
300319100,1
300319200,1
300319300,1
300319500,1
300319600,1
300320000,3
300320100,3
300320200,2
300320400,3
300320500,3
300320600,3
300320700,1
300320800,1
300320900,1
300321000,1
300321100,1
300321200,1
300321300,3
300321301,3
300321400,1
300321500,1
300321600,1
300323000,2
300323100,2
300323200,3
300323400,1
300323700,1
300323900,3
300324000,1
300324100,3
300324200,3
300327500,1
300327600,1
300327700,1
300327800,1
300327900,1
300327900,2
300328000,3
300328400,1
300328500,1
300328500,2
300328700,3
300328800,1
300329200,3
300329300,3
300329400,3
300329500,2
300329600,2
300329600,1
300329700,2
300329700,1
300329800,3
300329900,3
300330300,1
300330400,1
300330500,1
300330600,3
300330800,1
300330900,1
300331000,3
300331100,1
300331200,1
300331300,1
300331400,1
300331500,1
300331600,3
300331700,1
300331800,3
300332100,1
300332200,1
300332300,3
300332400,1
300332500,1
300334100,1
300334100,2
300334500,3
300334700,3
300334800,1
300334900,3
300335100,3
300335300,3
300335500,3
300335700,3
300335800,3
300335900,1
300336100,3
300336400,1
300336600,3
300336900,1
300337100,1
300337200,1
300337300,1
300337400,1
300337700,1
300337700,2
300337800,3
300338000,2
300338000,1
300338100,1
300338200,3
300338400,3
300338500,1
300338600,3
300338900,1
300339100,2
300339100,1
300339300,1
300339400,1
300339600,1
300339700,1
300339800,3
300339900,3
300339901,3
300340100,1
300340400,2
300340500,1
300340700,2
300340800,1
300340900,1
300341000,1
300341100,1
300341300,1
300341400,1
300341800,1
300342000,3
300342200,1
300342400,2
300342700,1
300342800,1
300342900,3
300343000,1
300343700,2
300343700,1
300343800,3
300344000,1
300344100,1
300344100,2
300344500,1
300344600,1
300344900,1
300345100,2
300345500,1
300345700,1
300345900,3
300346300,1
300346700,1
300346800,1
300347400,3
300347500,3
300347600,1
300347700,2
300347700,1
300347900,2
300347900,1
300348100,1
300348200,2
300348300,1
300348400,1
300348900,3
300349000,1
300349100,3
300349300,1
300349400,1
300349500,1
300349700,2
300349800,3
300349900,1
300350000,1
300350100,1
300350300,1
300350400,1
300350500,1
300350600,1
300352400,1
300352500,1
300352600,1
300352900,1
300353000,1
300353300,1
300353800,1
300354000,1
300354100,1
300354400,2
300354800,3
300354900,1
300355000,3
300355200,1
340000100,2
340000101,2
340000102,2
340000200,2
340000201,2
340000300,3
340000500,2
340000600,2
340000700,2
340000800,2
340001200,2
340001202,2
340001300,2
340001400,2
340001500,3
340001900,2
340002000,2
340002100,2
340002400,2
340002500,1
340002501,1
340002502,1
340002503,1
340002504,1
340002505,1
340002506,1
340002507,1
340002508,1
340002509,1
340002700,3
340002800,2
340002900,2
340003300,3
340003500,2
340003502,2
340003800,2
340003900,2
340004000,2
340004100,2
340004200,2
340004300,2
340004400,2
340004500,2
340004600,2
340004601,2
340004700,2
340004800,2
340004900,2
340005000,2
340005100,2
340005300,2
340005400,2
340005500,2
340005600,3
340005900,3
340005900,2
340005900,1
340006300,2
340006400,2
340006600,2
340006700,2
340007000,2
340007100,2
340007200,2
340007300,2
340007500,1
340007501,1
340007700,2
340007800,2
340007801,2
340007900,2
340008000,2
340008100,2
340008200,2
340008300,2
340008800,3
340008900,2
340009200,2
340009300,2
340009301,2
340009400,2
340009401,2
340009600,3
340009700,2
340009800,2
340009900,2
340010000,2
340010100,2
340010200,2
340010500,2
340010501,2
340010700,2
340010800,2
340010900,2
340011000,2
340011001,2
340011200,2
340011300,1
340011301,1
340011600,2
340011700,2
340011900,2
340012000,2
340012100,2
340012200,2
340012201,2
340012202,2
340012300,2
340012400,2
340012700,2
340012701,2
340012900,2
340013000,2
340013100,2
340013200,2
340013300,2
340013400,2
340013500,2
340013600,1
340013601,1
340013602,1
340013800,2
340014000,2
340014100,2
340014200,2
340014300,2
340014400,3
340014402,3
340014403,3
340014600,2
340014700,1
340014701,1
340014800,2
340014900,2
340015000,2
340015100,2
340015200,2
340015300,3
340015500,2
340015600,2
340015800,2
340016300,2
340016400,2
340016500,2
340016600,2
340016800,2
340016900,2
340017500,2
340017600,2
340017700,2
340017800,2
340017900,2
340018000,2
340018100,2
340018200,2
340018300,2
340018400,2
340018500,2
340018600,2
340018700,2
340018800,2
340018900,2
340019000,2
340019100,3
340019400,2
340019600,2
340019700,2
340019700,1
340019700,3
340019800,3
340019900,3
340020100,2
340020200,2
340020300,2
340020400,2
340020500,2
340020600,2
340020601,2
340020700,2
340020701,2
340020800,2
340020900,2
340021000,2
340021400,2
340021500,2
340021500,3
340021500,1
340021600,2
340021700,2
340021800,2
340021801,2
340021900,2
340022100,3
340022300,2
340022400,2
340022500,1
340022700,3
340022800,2
340022900,2
340023000,2
340023300,2
340023301,2
340023400,2
340023401,2
340023500,2
340023501,2
340023600,2
340023700,2
340023800,2
340023900,2
340024000,2
340024100,2
340024200,3
340024300,2
340024400,1
340024600,2
340025000,1
340025200,2
340025300,2
340025400,2
340025600,2
340025700,2
340025800,2
340026000,2
340026000,1
340026200,2
340026400,2
340026700,2
340026800,2
340026801,2
340027000,2
340027100,2
340027300,2
340027400,2
340027500,2
340027600,2
340027700,2
340027800,2
340027900,2
340028300,2
340028400,2
340028500,2
340028600,2
340028601,2
340028700,2
340028701,2
340028800,2
340028900,2
340028901,2
340029000,2
340029100,2
340029200,2
340029300,2
340029301,2
340029400,2
340029402,2
340029403,2
340029600,2
340029800,2
340029801,2
340029900,2
340030000,2
340030100,2
340030400,1
340030500,2
340030700,2
340030800,2
340030900,1
340030900,2
340031000,2
340031000,1
340031000,3
340031100,2
340031200,2
340031500,2
340031600,1
340031601,1
340031800,2
340031801,2
340032000,2
340032100,2
340032200,2
340032201,2
340032300,2
340032400,3
340032600,2
340032700,2
340032900,2
340033000,2
340033001,2
340033100,2
340033200,2
340033300,2
340033400,2
340033700,2
340033800,2
340033900,2
340034000,2
340034100,2
340034200,2
340034400,2
340034600,2
340034700,2
340034800,2
340034900,2
340035000,2
340035100,1
340035101,1
340035200,3
340035300,2
340035400,2
340035401,2
340035500,2
340035600,2
340035700,2
340035800,2
340035900,2
340036000,2
340036100,2
340036200,2
340036300,2
340036400,2
340036500,2
340036600,3
340036700,2
340036800,3
340036900,2
340037000,2
340037100,3
340037200,3
340037300,2
340037400,2
340037500,2
340037600,2
340037700,2
340037800,2
340037900,2
340037901,2
340038000,2
340038100,2
340038200,2
340038300,2
340038400,2
340038700,3
340038800,2
340038900,2
340039000,2
340039001,2
340039200,2
340039300,2
340039300,1
340039300,3
340039400,3
340039600,2
340039800,2
340039900,2
340039902,2
340040100,3
340040200,2
340040201,2
340040300,2
340040500,2
340040600,2
340040700,3
340040800,2
340040801,2
340040802,2
340040900,2
340041100,2
340041200,2
340041300,2
340041400,2
340041400,3
340041400,1
340041500,2
340041800,2
340041900,2
340042000,2
340042100,3
340042200,2
340042400,2
340042500,2
340042600,2
340042700,2
340042800,2
340042900,3
340043000,3
340043100,3
340043200,2
340043300,2
340043400,3
340043500,2
340043600,2
340043800,2
340043900,2
340044000,2
340044100,2
340044200,2
340044300,3
340044307,3
340044308,3
340044400,2
340044500,2
340044600,2
340044700,2
340044800,2
340044900,2
340045000,2
340045100,2
340045200,2
340045300,3
340045600,2
340045700,2
340045800,3
340045900,2
340046000,2
340046100,2
340046101,2
340046200,2
340046300,2
340046500,3
340046600,3
340046700,1
340046800,2
340046900,2
340047000,2
340047100,2
340047200,3
340047200,2
340047200,1
340047300,1
340047301,1
340047600,2
340047700,1
340047800,2
340048000,2
340048100,1
340048200,1
340048201,1
340048202,1
340048203,1
340048205,1
340048300,3
340048400,2
340048500,2
340048600,2
340048700,2
340048800,2
340049000,2
340049200,2
340049300,2
340049400,2
340049500,2
340049600,3
340049700,3
340049800,1
340049800,2
340049900,1
340049900,2
340049900,3
340050000,3
340050100,2
340050200,2
340050300,2
340050400,2
340050500,2
340050600,3
340050601,3
340050602,3
340050603,3
340050700,1
340050800,2
340050900,3
340051100,3
340051100,1
340051100,2
340051300,3
340051400,3
340051400,2
340051400,1
340051600,2
340051700,1
340051701,1
340051800,2
340052200,2
340052300,3
340052400,2
340052500,2
340052600,3
340052700,3
340052800,2
340053100,1
340053200,3
340053300,2
340053301,2
340053400,2
340053500,2
340053501,2
340053503,2
340053600,2
340053700,2
340053800,2
340053900,2
340054000,1
340054001,1
340054600,3
340054700,1
340054700,2
340054700,3
340054800,3
340055000,2
340055100,2
340055400,2
340055700,2
340055900,2
340056000,2
340056100,2
340056100,1
340056100,3
340056300,3
340056300,2
340056300,1
340056400,2
340056500,2
340056600,2
340056700,2
340056800,2
340056900,2
340057000,2
340057001,2
340057002,2
340057100,2
340057200,2
340057300,2
340057400,2
340057500,2
340057600,3
340057800,2
340058000,2
340058200,2
340058201,2
340058300,2
340058500,3
340058600,2
340058601,2
340058800,3
340059100,3
340059200,2
340059300,2
340059400,1
340059500,2
340059600,2
340059800,2
340059900,2
340060000,1
340060001,1
340060002,1
340060003,1
340060100,2
340060300,2
340060500,2
340060700,2
340060701,2
340060900,2
340061000,2
340061200,2
340061300,2
340061400,2
340061401,2
340061500,2
340061501,2
340061600,2
340061601,2
340061700,3
340061700,1
340061700,2
340061800,2
340061900,3
340062100,3
340062400,2
340062401,2
340062500,2
340062600,2
340062700,2
340062800,2
340062900,2
340063000,3
340063200,2
340063201,2
340063300,2
340063301,2
340063400,2
340063500,2
340063600,2
340063700,2
340063800,2
340063900,3
340063901,3
340063902,3
340064000,2
340064001,2
340064200,3
340064300,2
340064400,2
340064500,2
340064600,2
340064700,2
340064700,1
340064700,3
340065000,2
340065100,3
340065103,3
340065104,3
340065105,3
340065107,3
340065108,3
340065109,3
340065111,3
340065200,2
340065300,2
340065400,2
340065401,2
340065500,2
340065700,2
340065800,2
340065900,2
340065901,2
340066000,3
340066100,1
340066300,2
340066400,2
340066500,2
340066600,3
340066700,3
340067000,3
340067200,3
340067300,1
340067400,2
340067500,3
340067600,2
340067700,2
340067800,2
340067900,2
340068000,2
340068100,2
340068200,2
340068300,2
340068600,2
340068700,2
340068701,2
340068702,2
340068800,2
340068900,2
340069000,2
340069100,2
340069200,1
340069201,1
340069202,1
340069207,1
340069208,1
340069215,1
340069216,1
340069400,2
340069600,1
340069601,1
340069700,2
340069800,2
340069900,2
340070000,2
340070100,2
340070200,3
340070300,1
340070300,2
340070300,3
340070500,3
340070500,1
340070500,2
340070501,1
340070600,2
340070601,2
340070700,2
340070701,2
340070702,2
340070800,2
340070801,2
340070900,2
340070901,2
340071400,2
340071400,1
340071400,3
340071600,3
340071700,2
340071800,2
340072400,2
340072401,2
340072402,2
340072800,2
340072900,1
340073100,1
340073101,1
340073102,1
340073103,1
340073600,1
340073601,1
340073602,1
340074000,1
340074002,1
340074003,1
340074005,1
340074400,1
340074401,1
340074402,1
340074403,1
340075700,1
340075701,1
340075702,1
340075703,1
340075704,1
340075705,1
340075706,1
340075707,1
340076100,1
340076200,1
340076300,2
340076400,2
340077200,1
340077201,1
340077202,1
340077204,1
340077205,1
340077207,1
340077208,1
340077209,1
340077211,1
340077500,1
340077501,1
340077503,1
340077504,1
340077508,1
340077509,1
340077511,1
340077513,1
340077514,1
340078100,3
340078200,3
340079000,2
340079100,3
340079200,2
340079400,2
340079401,2
340079402,2
340079403,2
340079500,1
340079501,1
340079502,1
340079503,1
340079800,2
340080400,1
340080500,3
340080600,3
340080700,3
340080800,3
340081000,3
340081000,1
340081000,2
340081200,2
340081201,2
340081202,2
340081300,2
340081400,1
340081403,1
340081405,1
340081406,1
340081407,1
340081408,1
340081411,1
340081500,1
340081700,1
340081800,1
340081801,1
340081802,1
340081803,1
340081804,1
340081806,1
340081813,1
340081900,1
340082100,2
340082200,2
340082202,2
340082300,1
340082301,1
340082302,1
340082303,1
340082304,1
340082305,1
340082306,1
340082307,1
340082308,1
340082309,1
340082310,1
340082500,3
340083200,2
340083300,2
340083400,2
340084100,2
340084200,2
340084201,2
340084300,3
340084400,3
340084700,2
340084800,2
340084900,2
340085100,2
340085200,1
340085400,3
340085600,3
340085700,3
340085800,3
340085900,3
340086000,3
340086100,3
340086101,3
340086102,3
340086200,3
340086300,2
340086400,3
340086401,3
340086500,2
340086600,2
340086700,2
340087100,1
340087200,1
340087300,3
340087500,1
340087500,3
340087500,2
340087600,1
340087601,1
340087602,1
340087603,1
340087604,1
340087605,1
340087606,1
340087607,1
340087608,1
340087609,1
340087700,1
340087700,2
340087900,1
340088100,1
340088104,1
340088106,1
340088107,1
340088111,1
340088114,1
340088115,1
340088116,1
340088119,1
340088120,1
340088122,1
340088123,1
340088124,1
340088125,1
340088126,1
340088127,1
340088300,1
340088301,1
340088302,1
340088303,1
340088304,1
340088305,1
340088306,1
340088308,1
340088309,1
340088311,1
340088313,1
340088314,1
340088316,1
340088317,1
340088400,2
340088400,3
340088600,1
340088601,1
340088602,1
340088603,1
340088605,1
340088606,1
340088607,1
340088610,1
340088611,1
340088612,1
340088800,1
340088801,1
340088802,1
340088803,1
340088804,1
340088805,1
340088901,1
340088902,1
340088903,1
340088904,1
340089000,1
340089001,1
340089002,1
340089003,1
340089004,1
340089005,1
340089006,1
340089007,1
340089010,1
340089012,1
340089013,1
340089014,1
340089015,1
340089200,1
340089201,1
340089202,1
340089203,1
340089204,1
340089205,1
340089206,1
340089207,1
340089210,1
340089212,1
340089214,1
340089215,1
340089216,1
340089300,1
340089301,1
340089302,1
340089303,1
340089304,1
340089305,1
340089306,1
340089307,1
340089308,1
340089400,1
340089401,1
340089402,1
340089403,1
340089404,1
340089405,1
340089406,1
340089407,1
340089500,1
340089501,1
340089502,1
340089503,1
340089504,1
340089506,1
340089508,1
340089512,1
340089513,1
340089600,2
340089700,2
340089701,2
340089800,2
340090000,2
340090200,2
340090400,1
340090401,1
340090402,1
340090403,1
340090409,1
340090600,1
340090601,1
340090602,1
340090604,1
340090607,1
340090610,1
340090800,1
340090801,1
340090802,1
340090803,1
340090804,1
340090806,1
340090808,1
340090900,1
340090905,1
340090906,1
340090908,1
340090910,1
340090911,1
340090912,1
340090914,1
340090915,1
340091100,1
340091101,1
340091102,1
340091103,1
340091104,1
340091105,1
340091106,1
340091200,1
340091300,1
340091300,3
340091301,3
340091400,1
340091500,1
340091700,2
340091701,2
340091900,3
340092000,3
340092100,3
340092101,3
340092102,3
340092103,3
340092104,3
340092200,3
340092300,3
340092400,3
340092500,3
340092501,3
340092502,3
340092503,3
340092504,3
340092600,3
340092700,2
340092800,1
340092900,3
340093000,1
340093001,1
340093002,1
340093003,1
340093004,1
340093005,1
340093007,1
340093008,1
340093009,1
340093010,1
340093011,1
340093012,1
340093013,1
340093014,1
340093100,1
340093101,1
340093102,1
340093104,1
340093105,1
340093200,1
340093201,1
340093202,1
340093203,1
340093204,1
340093205,1
340093206,1
340093207,1
340093208,1
340093209,1
340093210,1
340093211,1
340093212,1
340093213,1
340093400,3
340093500,3
340093800,2
340094000,1
340094001,1
340094002,1
340094003,1
340094004,1
340094005,1
340094006,1
340094007,1
340094008,1
340094010,1
340094011,1
340094012,1
340094100,2
340094200,3
340094400,2
340095000,2
340095100,3
340095200,3
340095300,2
340095500,3
340095600,3
340095800,2
340096500,1
340096600,3
340096601,3
340096602,3
340096603,3
340096604,3
340096800,1
340096900,3
340097000,3
340097200,3
340097300,3
340097301,3
340097302,3
340097400,2
340097800,2
340097900,2
340097901,2
340098000,2
340098100,2
340098200,1
340098201,1
340098202,1
340098203,1
340098204,1
340098205,1
340098206,1
340098900,3
340099000,3
340099100,3
340099200,3
340099300,3
340099301,3
340099302,3
340099303,3
340099400,3
340099401,3
340099402,3
340099500,3
340099501,3
340099600,3
340099601,3
340099800,3
340099801,3
340099900,3
340100000,3
340100100,3
340100200,3
340100201,3
340100300,3
340100400,3
340100401,3
340100402,3
340100403,3
340100404,3
340100405,3
340100406,3
340100500,3
340100501,3
340100502,3
340100503,3
340100700,3
340100800,3
340100900,3
340100901,3
340101000,3
340101001,3
340101002,3
340101100,3
340101101,3
340101200,3
340101300,3
340101301,3
340101400,3
340101500,3
340101501,3
340101502,3
340101503,3
340101600,3
340101700,3
340101701,3
340101800,3
340101801,3
340102000,3
340102001,3
340102100,3
340102300,3
340102301,3
340102400,3
340102401,3
340102601,3
340102602,3
340102800,3
340102801,3
340102900,3
340103000,3
340103001,3
340103100,3
340103101,3
340103102,3
340103200,3
340103300,3
340103301,3
340103302,3
340103400,3
340103600,3
340103601,3
340103700,3
340103701,3
340103702,3
340103703,3
340103800,3
340103900,3
340103901,3
340104000,3
340104100,3
340104101,3
340104200,3
340104201,3
340104300,3
340105400,3
340105500,3
340105600,3
340105800,1
340105801,1
340105802,1
340105803,1
340105804,1
340105805,1
340105900,1
340105901,1
340105902,1
340105903,1
340105904,1
340105905,1
340105906,1
340105907,1
340105908,1
340106000,1
340106001,1
340106002,1
340106003,1
340106004,1
340106100,2
340106600,1
340106601,1
340106602,1
340106605,1
340106606,1
340106608,1
340106700,1
340106701,1
340106702,1
340106704,1
340106705,1
340106800,3
340106900,3
340106901,3
340107000,2
340107200,1
340107201,1
340107202,1
340107203,1
340107204,1
340107300,1
340107302,1
340107303,1
340107304,1
340107305,1
340107306,1
340107307,1
340107308,1
340107309,1
340107310,1
340107400,1
340107402,1
340107403,1
340107404,1
340107405,1
340107406,1
340107407,1
340107500,3
340107600,3
340107700,3
340107800,3
340107900,3
340108000,3
340108100,3
340108300,3
340108400,3
340108500,3
340108900,3
340109000,3
340109300,2
340109500,3
340109900,3
340110000,3
340110100,3
340110200,3
340110300,3
340110400,3
340110500,3
340110600,3
340110700,3
340110800,3
340111100,3
340111101,3
340111300,3
340111301,3
340111302,3
340111303,3
340111900,3
340112100,1
340112200,1
340112400,1
340112600,1
340112700,1
340112800,1
340113200,1
340113400,1
340113500,1
340113600,1
340113800,1
340113900,1
340114000,1
340114200,1
340114300,1
340114400,1
340114600,1
340114700,1
340114800,1
340114900,1
340115000,3
340115300,1
340115301,1
340115302,1
340115400,3
340115600,1
340115700,3
340115900,1
340115901,1
340115902,1
340116000,2
340116100,3
340116200,3
340116300,1
340116301,1
340116302,1
340116303,1
340116304,1
340116305,1
340116306,1
340116307,1
340116308,1
340116400,2
340116800,1
340116801,1
340116802,1
340116803,1
340116900,3
340116901,3
340117100,3
340117300,1
340117301,1
340117302,1
340117304,1
340117305,1
340117306,1
340117308,1
340117500,3
340117700,3
340117701,3
340117702,3
340117703,3
340117704,3
340117705,3
340117800,3
340117801,3
340117802,3
340117803,3
340117804,3
340117805,3
340117806,3
340117807,3
340117808,3
340117809,3
340117900,3
340117901,3
340117902,3
340117903,3
340117904,3
340118000,3
340118001,3
340118002,3
340118003,3
340118004,3
340118005,3
340118006,3
340118100,3
340118101,3
340118102,3
340118103,3
340118200,3
340118201,3
340118202,3
340118203,3
340118204,3
340118300,3
340118600,1
340118700,1
340118800,1
340118801,1
340118802,1
340118803,1
340118804,1
340119000,1
340119100,1
340119200,2
340119300,1
340119500,1
340119600,2
340119800,2
340119900,2
340120000,1
340120100,1
340120200,1
340120300,1
340120400,1
340120500,1
340120600,2
340120700,2
380000200,2
380000300,2
380000400,2
380000600,3
380000800,2
380000800,1
380001100,1
380001100,2
380001100,3
380001200,3
380001200,1
380001200,2
380001400,2
380001400,1
380001600,3
380001601,1
380001602,2
380001700,3
380001800,2
380001900,1
380001900,2
380002000,2
380002000,1
380002100,3
380002200,2
380002400,3
380002500,2
380002600,3
380002700,3
380002800,3
380002900,2
380003000,2
380003100,2
380003200,3
380003300,2
380003400,2
380003800,1
380003800,2
380003900,2
380004300,3
380004400,2
380004500,3
380004600,1
380004600,2
380004700,3
380004800,2
380004900,1
380004900,2
380005000,2
380005500,2
380005700,3
380005701,1
380005701,2
380005800,2
380006200,2
380006500,3
380006800,2
380006800,1
380006900,2
380006900,1
380007000,1
380007000,2
380007100,2
380007200,2
380007300,2
380007300,1
380007400,3
380007500,1
380007500,2
380007600,2
380007700,2
380007800,3
380007900,2
380008000,2
380008100,2
380008400,2
380008500,2
380008600,3
380008700,2
380008700,1
380008800,2
380008900,1
380008900,3
380008900,2
380009000,3
380009100,3
380009200,3
380009300,3
380009400,3
380009500,1
380009500,3
380009500,2
380009800,2
380009900,1
380009900,2
380010000,2
380010000,1
380010200,1
380010200,2
380010300,3
380010400,2
380010400,1
380010500,1
380010500,2
380010600,2
380010700,2
380010700,1
380010900,1
380010900,2
380011100,1
380011100,2
380011200,2
380011300,1
380011300,2
380011400,2
380011400,1
380011500,2
380011500,1
380011600,2
380011700,2
380011800,2
380011800,1
380011900,3
380012100,1
380012100,2
380012200,1
380012200,2
380012300,2
380012400,2
380012500,3
380012600,3
380012601,1
380012601,2
380012700,2
380012700,1
380012800,2
380012800,1
380012900,1
380012900,2
380013000,1
380013000,2
380013100,2
380013200,3
380013300,2
380013400,3
380013500,3
380013500,2
380013500,1
380013600,2
380013800,1
380013800,2
380013900,1
380013900,2
380014000,2
380014000,1
380014100,2
380014100,1
380014400,1
380014400,2
380014500,2
380014500,1
380014700,2
380014800,2
380014800,1
380014900,2
380015000,2
380015100,1
380015100,2
380015200,1
380015200,2
380015300,2
380015300,1
380015400,2
380015500,3
380015600,1
380015600,2
380015700,2
380015800,3
380015900,2
380016000,1
380016000,2
380016100,1
380016100,2
380016200,3
380016300,3
380016400,2
380016400,1
380016400,3
380016500,2
380016500,1
380016600,2
380016600,1
380016800,3
380016900,3
380017000,2
380017100,2
380017200,2
380017200,3
