Cueanexo,Nombre,Código de departamento,Ámbito,Sector
180114100,ESCUELA JARDIN DE INFANTES Nº 17 MANUELITA,18021,Urbano,Estatal
180114600,ESCUELA PRIMARIA Nº 171,18049,Rural,Estatal
180114700,ESCUELA Nº 31,18049,Rural,Estatal
180114800,ESCUELA Nº 272,18175,Rural,Estatal
180114900,ESCUELA Nº 496 SANTIAGO MARIA NIELLA,18077,Rural,Estatal
180115000,ESCUELA Nº 143 PEDRO CELESTINO REYNA,18175,Urbano,Estatal
180115100,ESCUELA Nº 656 24 DE SEPTIEMBRE,18175,Urbano,Estatal
180115200,COLEGIO SECUNDARIO ESTEBAN ECHEVERRIA,18175,Urbano,Estatal
180115201,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 661 (COLEGIO SECUNDARIO ESTEBAN ECHEVERRIA),18175,Rural,Estatal
180115202,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA N° 652 (COLEGIO SECUNDARIO ESTEBAN ECHEVERRIA),18175,Rural,Estatal
180115300,INSTITUTO SANTA TERESA DE JESUS I-13,18070,Urbano,Privado
180115400,ESCUELA PARROQUIAL LA ROTONDA I. P-17 I.S - 52,18070,Urbano,Privado
180115500,ESCUELA Nº 66 GRAL. JOSE DE SAN MARTIN,18070,Urbano,Estatal
180115600,INSTITUTO ADVENTISTA BELLA VISTA I.P.23 e I.S-70,18007,Urbano,Privado
180115700,ESCUELA TECNICA DR.JUAN ESTEBAN MARTINEZ,18007,Urbano,Estatal
180115900,ESCUELA Nº 563,18147,Rural,Estatal
180116000,ESCUELA PRIMARIA Nº 903,18168,Rural,Estatal
180116300,COLEGIO SECUNDARIO  MANUEL BELGRANO,18021,Urbano,Estatal
180116400,INSTITUTO SUPERIOR NTRA.SRA.DE LA MISERICORDIA I.29,18021,Urbano,Privado
180116500,ESCUELA Nº 500 JOSE GABRIEL GAUNA,18133,Rural,Estatal
180116600,ESCUELA Nº 422 DR. HUGO GAUNA,18133,Rural,Estatal
180116700,ESCUELA Nº 506 COMANDANTE ESPORA,18133,Urbano,Estatal
180116800,ESCUELA Nº 776 MARIO DEL TRANSITO COCOMAROLA,18133,Urbano,Estatal
180116900,ESCUELA PRIMARIA Nº 853,18133,Urbano,Estatal
180117000,ESCUELA Nº 429,18133,Rural,Estatal
180117100,ESCUELA NORMAL MARTIN MIGUEL DE GUEMES,18140,Urbano,Estatal
180117102,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA N° 761 (ESC. NORMAL MARTIN M. DE GUEMES),18140,Rural,Estatal
180117105,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA N° 736 (ESC. NORMAL MARTIN M. DE GUEMES),18140,Rural,Estatal
180117106,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA N° 795 (ESC. NORMAL MARTIN M. DE GUEMES),18140,Rural,Estatal
180117107,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 437 (ESC. NORMAL MARTIN M. DE GUEMES),18140,Rural,Estatal
180117200,ESCUELA JARDIN DE INFANTES Nº 4 MARINA PEREZ ALVAREZ,18021,Urbano,Estatal
180117300,COLEGIO E INSTITUTO SAN JOSE I.2,18021,Urbano,Privado
180117400,ESCUELA Nº 155 SAN VICENTE DE PAUL,18021,Urbano,Estatal
180117500,ESCUELA Nº 160 NUESTRA SRA.DE LA MISERICORDIA,18021,Urbano,Estatal
180117700,COLEGIO SAINT PATRICK COLLEGE,18021,Urbano,Privado
180117800,COLEGIO SALESIANO Y ANEXO NIVEL INICIAL EL SALTIMBANQUI IP-6,18021,Urbano,Privado
180117900,INSTITUTO DE ENSEÑANZA PRIVADA YAPEYÚ LS-1,18021,Urbano,Privado
180118000,ESCUELA PRIMARIA Nº 180,18077,Rural,Estatal
180118100,INSTITUTO BERNARDINO RIVADAVIA I-14,18175,Urbano,Privado
180118200,ESCUELA Nº 652 GRAL.JOSE FRANCISCO DE SAN MARTIN,18175,Rural,Estatal
180118400,ESCUELA Nº 207 ENRIQUE CARLES VILA,18070,Urbano,Estatal
180118500,ESCUELA Nº 902,18147,Rural,Estatal
180118600,ESCUELA Nº 596 MARCOS GALARZA,18168,Rural,Estatal
180118700,ESCUELA Nº 775 DR.RENE FAVALORO,18168,Rural,Estatal
180118800,ESCUELA PRIMARIA Nº 686,18056,Rural,Estatal
180118900,ESCUELA Nº 185 ERNESTO RODOLFO MEYER,18056,Rural,Estatal
180119000,ESCUELA PRIMARIA Nº 499 F. ANTONIO RIZZUTO,18133,Rural,Estatal
180119100,ESCUELA Nº 876,18133,Rural,Estatal
180119200,COLEGIO SECUNDARIO ESCRIBANO PEDRO LECONTE,18133,Rural,Estatal
180119300,ESCUELA Nº 105 PEDRO MATOSO,18133,Rural,Estatal
180119400,ESCUELA Nº 671,18154,Rural,Estatal
180119500,ESCUELA PRIMARIA Nº 117,18140,Rural,Estatal
180119600,ESCUELA Nº 801 MANUELA A. BARRIOS DE CAMOZZI,18140,Rural,Estatal
180119700,ESCUELA PRIMARIA Nº 111 VENANCIO NAZAR,18140,Rural,Estatal
180119800,ESCUELA Nº 293 TTE.GRAL.DONATO ALVAREZ,18021,Urbano,Estatal
180119900,ESCUELA Nº 365,18126,Rural,Estatal
180120000,ESCUELA PRIMARIA Nº 268 FRANCISCO NORMANDIN,18042,Rural,Estatal
180120100,ESCUELA Nº 323 ISLAS MALVINAS,18021,Urbano,Estatal
180120300,INSTITUTO NUEVO HORIZONTE I.P.P.6 - I.P.37-I.S.65,18021,Urbano,Privado
180120400,ESCUELA ISONDU I.P.P.20 - I.P.61,18119,Urbano,Privado
180120500,INSTITUTO NUESTRO FUTURO Y JARDIN DE INFANTES EL PATO PECO IP-76/IPP-26,18021,Urbano,Privado
180120800,INSTITUTO PRIVADO SANTA LUCIA I.S.8,18091,Urbano,Privado
180121200,INSTITUTO PRIVADO SAN BENITO IP-55 - IS-11,18021,Urbano,Privado
180121400,COLEGIO SAN CARLOS,18105,Urbano,Privado
180121900,ESCUELA PRIMARIA Nº 371 GRAL.TORIBIO DE LUZURIAGA,18021,Urbano,Estatal
180122200,E.F.A.COEMBOTA IS.16,18070,Rural,Privado
180122400,CENTRO DE DESARROLLO INFANTIL NIÑO RHUPA I,18105,Urbano,Estatal
180122500,CENTRO DE DESARROLLO INFANTIL ABUELO JUSTO,18070,Urbano,Estatal
180122700,CENTRO DE DESARROLLO INFANTIL MITAI ROGA VIII SEMILLITAS DE ESPERANZA,18021,Urbano,Estatal
180123300,ESCUELA SECUNDARIA DR. JOSE FCO. SOLER IS.14,18021,Urbano,Privado
180123400,INSTITUTO PRIVADO NUEVA ESCUELA IPP.34 - IP.51 - IS.38,18021,Urbano,Privado
180124300,INSTITUTO PRIVADO KID`S SCHOOL IPP-25;IP-53;IS-55,18021,Urbano,Privado
180125300,JARDIN DE INFANTES MIS PRIMEROS PASOS I.P.P.30,18021,Urbano,Privado
180125800,COLEGIO PRIVADO CENTRO DE ESTUDIOS V. C. IS-15,18021,Urbano,Privado
180126100,INSTITUTO MARIA AUXILIADORA I-15,18035,Urbano,Privado
180127800,INSTITUTO SAN MIGUEL ARCANGEL I-19,18154,Urbano,Privado
180128500,COLEGIO SIGLO XXI IS.13 - IP.56 - IPP.39,18168,Urbano,Privado
180129000,CENTRO DE FORMACION PROFESIONAL CAA CATI,18063,Urbano,Estatal
180130900,ESCUELA Nº 156 LA NUEVA ESPERANZA,18119,Rural,Estatal
180131500,J.I.N. Nº 7 PECECITOS DE COLORES (SEDE) - ESCUELA Nº 617,18126,Urbano,Estatal
180131503,J.I.N. Nº 7 - ESCUELA Nº 468,18126,Urbano,Estatal
180131504,J.I.N. Nº 7 - ESCUELA Nº 469 JUAN LARREA,18126,Urbano,Estatal
180131506,J.I.N. Nº 7 PECECITOS DE COLORES - Anexo  ESCUELA Nº 97 MANUEL F. MANTILLA,18126,Rural,Estatal
180131507,J.I.N. Nº 7 - ESCUELA Nº 758 LUCIA C.DEL G.DE GIUDICE,18126,Urbano,Estatal
180131600,J.I.N. Nº 6 (SEDE),18063,Urbano,Estatal
180131601,J.I.N. Nº 6 - ESCUELA PRIMARIA Nº 55,18063,Rural,Estatal
180131604,J.I.N. Nº 6 - ESCUELA Nº 488 CARLOS JULIO MAURIÑO,18063,Rural,Estatal
180131605,J.I.N. Nº 6 - ESCUELA PRIMARIA Nº 489,18063,Rural,Estatal
180131611,J.I.N. Nº 6 - ESCUELA Nº 58,18063,Rural,Estatal
180131612,J.I.N. Nº 6 - ESCUELA Nº 696,18063,Rural,Estatal
180131613,J.I.N. Nº 6 - ESCUELA Nº 804,18063,Rural,Estatal
180131800,ESCUELA Nº 222,18084,Rural,Estatal
180132000,ESCUELA PRIMARIA Nº 161 DR. JOSE FRANCISCO QUINTANA,18091,Rural,Estatal
180132600,ESCUELA Nº 955 LIBERTADOR DE AMERICA,18021,Urbano,Estatal
180132800,ESCUELA Nº 373,18028,Rural,Estatal
180132900,ESCUELA Nº 372,18070,Rural,Estatal
180133100,CENTRO DE DESARROLLO INFANTIL MITAI ROGA IX,18021,Urbano,Estatal
180133200,CENTRO DE DESARROLLO INFANTIL MITAI ROGA X,18021,Urbano,Estatal
180133300,CENTRO DE DESARROLLO INFANTIL ARA PORA,18021,Urbano,Estatal
180133400,CENTRO DE DESARROLLO INFANTIL SAN JUANCITO,18021,Urbano,Estatal
180133500,CENTRO DE DESARROLLO INFANTIL ANAHI,18021,Urbano,Estatal
180133600,CENTRO DE DESARROLLO INFANTIL MITAI PORA,18035,Urbano,Estatal
180133900,CENTRO DE DESARROLLO INFANTIL ABUELA JOSEFINA,18091,Urbano,Estatal
180134000,CENTRO DE DESARROLLO INFANTIL ADELA FERIS DE ROMERO,18028,Urbano,Estatal
180134100,CENTRO DE DESARROLLO INFANTIL MAMA PERLA,18070,Urbano,Estatal
180134300,CENTRO DE DESARROLLO INFANTIL NIÑO RHUPA II,18105,Urbano,Estatal
180134500,CENTRO DE DESARROLLO INFANTIL BLANCA NIEVES,18119,Urbano,Estatal
180134900,E.F.A.ÑANDE SY LA ITATI IS-18,18049,Rural,Privado
180135000,E.F.A.ANAHI I.S.19,18070,Rural,Privado
180135200,COLEGIO SECUNDARIO DR.ELOY MIGUEL ORTEGA,18021,Urbano,Estatal
180135800,ESCUELA Nº 374 DR.PABLO ADOLFO LUZURIAGA,18168,Rural,Estatal
180135900,INSTITUTO FE Y ALEGRIA I.P.P. 43 - I.P. 54 - I.S.68 - I.PROF.31-IPAA 1,18021,Urbano,Privado
180136100,ESCUELA Nº 172 DOMINGO FAUSTINO SARMIENTO,18168,Rural,Estatal
180136200,ESCUELA PRIMARIA Nº 375 SANTA CATALINA DE SIENA,18021,Urbano,Estatal
180136400,ESCUELA Nº 331 GUARDACOSTAS LYNCH,18084,Rural,Estatal
180136500,ESCUELA JARDIN DE INFANTES Nº 28 ÑEMBOE,18021,Urbano,Estatal
180136600,ESCUELA JARDIN DE INFANTES Nº 27 SUEÑOS FELICES,18070,Urbano,Estatal
180136700,CENTRO DE DESARROLLO INFANTIL MITAI ROGA XI,18021,Urbano,Estatal
180136900,JARDÍN MARÍA LUISA CLARAC I.P.P. 42,18126,Urbano,Privado
180137000,E.F.A.ARANDU ROGA IS.22,18175,Rural,Privado
180137100,INSTITUTO PRIVADO MECENAS-QUELUC S.R.L.,18021,Urbano,Privado
180138000,ESCUELA PROFESIONAL DR. JOSÉ FRANCISCO SOLER Y JARDÍN DE INFANTES MEDALLA MILAGROSA I. P. P. 66,18021,Urbano,Privado
180140400,ESCUELA TECNICA FRAY LUIS BELTRAN,18021,Urbano,Estatal
180140700,ESCUELA TECNICA HIJAS DE MARÍA,18028,Urbano,Estatal
180140800,ESCUELA TECNICA NTRA. SRA. DE ITATI,18140,Urbano,Estatal
180140803,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 837 (ESC. TECNICA NTRA. SRA. DE ITATI),18140,Rural,Estatal
180142300,ESCUELA TECNICA U.O.C.R.A.ISLAS MALVINAS,18021,Urbano,Estatal
180142800,INSTITUTO PRIVADO CENTRO CULTURAL CORRENTINO IS-26,18021,Urbano,Privado
180142900,ESCUELA TECNICA EUGENIA ELMA MOROS,18084,Urbano,Estatal
180143001,CENTRO INTEGRAL CRUZ ROJA ARGENTINA,18021,Urbano,Privado
180143200,COLEGIO SECUNDARIO FRAY JOSE DE LA QUINTANA,18021,Urbano,Estatal
180143300,ESCUELA JARDIN DE INFANTES Nº 30 FRUTILLITAS,18021,Urbano,Estatal
180143400,J.I.N. Nº 8 (SEDE),18133,Rural,Estatal
180143401,J.I.N. Nº 8 LAS ARDILLITAS - ESCUELA Nº 827,18133,Rural,Estatal
180143403,J.I.N. Nº 8 PANAMBI - ESCUELA Nº 858,18133,Rural,Estatal
180143404,J.I.N. Nº 8 RANITA SALTARINA - ESCUELA Nº 499,18133,Urbano,Estatal
180143405,J.I.N. Nº 8 PERRITO PESCADOR- ESCUELA Nº 423,18133,Urbano,Estatal
180143406,J.I.N. Nº 8 LUNA DE PAPEL- ESCUELA Nº 975,18133,Urbano,Estatal
180144200,ESCUELA Nº 956NTRA.SRA.DE LA MEDALLA MILAGROSA,18021,Urbano,Estatal
180144400,ESCUELA JARDIN DE INFANTES Nº 29 CAPERUCITA ROJA,18119,Urbano,Estatal
180144500,CENTRO DE DESARROLLO INFANTIL AVENTURAS EN PAÑALES,18021,Urbano,Estatal
180144600,CENTRO DE DESARROLLO INFANTIL MIS OSITOS,18021,Urbano,Estatal
180144800,ESCUELA AGROTECNICA EN COLONIA 3 DE ABRIL,18007,Rural,Estatal
180144900,JARDIN MATERNAL Y DE INFANTES GIRASOLES I.P.P.46,18119,Urbano,Privado
180145000,COLEGIO SECUNDARIO PEDRO ALCANTARA DIAZ COLODRERO,18161,Rural,Estatal
180145200,E.F.A. MOCOVI IS-23,18112,Rural,Privado
180145400,INSTITUTO PRIVADO KINDER WORLD SCHOOL I.P.P.52,18021,Urbano,Privado
180145500,ESCUELA FE Y ALEGRIA IPP.51-IP.58,18007,Urbano,Privado
180145800,COLEGIO SAN JORGE I.S-32,18119,Urbano,Privado
180146200,E.F.A.TUPA REMBIAPO,18133,Rural,Privado
180146400,ESCUELA PRIMARIA COMUN Nº 957 DOCTOR JUAN RAMON FERNANDEZ,18021,Urbano,Estatal
180146500,CENTRO DE DESARROLLO INFANTIL MITAI ROGA V,18021,Urbano,Estatal
180147100,ESCUELA TECNICA REMEDIOS ESCALADA DE SAN MARTIN,18161,Urbano,Estatal
180147200,COLEGIO SECUNDARIO PRESIDENTE DR. ARTURO FRONDIZI,18021,Urbano,Estatal
180147300,COLEGIO SECUNDARIO OLGA COSSETTINI,18021,Urbano,Estatal
180147400,COLEGIO SECUNDARIO BARNIDIO ABELARDO SORRIBES,18035,Urbano,Estatal
180147401,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA N° 33 (COLEGIO SEC. BARNIDIO A.SORRIBES),18035,Urbano,Estatal
180147402,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA N° 585 (COLEGIO SEC. BARNIDIO A.SORRIBES),18035,Rural,Estatal
180147403,EXTENSION AULICA RURAL QUE FUNCIONA EN LA ESCUELA N° 864 (COLEGIO SEC. BARNIDIO A.SORRIBES),18035,Rural,Estatal
180147500,ESCUELA Nº 958 VUELTA DEL OMBU,18168,Urbano,Estatal
180148000,COLEGIO SECUNDARIO DR. RENE FAVALORO,18021,Urbano,Estatal
180148100,COLEGIO SECUNDARIO PTE.HIPOLITO YRIGOYEN,18021,Urbano,Estatal
180148500,INSTITUTO BETANIA IP.65,18154,Urbano,Privado
180148600,COLEGIO SECUNDARIO DR.RUBEN DARIO CASCO,18091,Urbano,Estatal
180149500,COLEGIO SECUNDARIO MAESTRO DAISAKU IKEDA,18091,Urbano,Estatal
180149700,COLEGIO SECUNDARIO PTE. JUAN DOMINGO PERON,18021,Urbano,Estatal
180149800,COLEGIO SECUNDARIO EDGAR ROMERO MACIEL,18021,Urbano,Estatal
180149900,COLEGIO SECUNDARIO DR JOSE LUIS SERSIC,18007,Urbano,Estatal
180149902,EXTENSION AULICA QUE FUNCIONA EN LA ESC.Nº 846 (COLEGIO SEC. JOSE LUIS SERSIC),18007,Rural,Estatal
180150000,COLEGIO SECUNDARIO DEL MERCOSUR,18112,Rural,Estatal
180150100,COLEGIO SECUNDARIO GRAL.ISIDRO BONIFACIO CACERES,18168,Urbano,Estatal
180150200,E.F.A.ITU IS-28,18084,Rural,Privado
180150300,E.F.A.JAHA KATU I.S.29,18070,Rural,Privado
180150600,ESCUELA PRIMARIA COMUN Nº 959 ANTONIO EDMUNDO CALVI,18091,Urbano,Estatal
180150700,ESCUELA PRIMARIA COMUN Nº 960,18091,Urbano,Estatal
180151400,E.F.A.ESPERANZA CAMPESINA IS-21,18049,Rural,Privado
180151700,INSTITUTO PRIVADO REAL SOCIEDAD IPP.54-IP.69,18021,Urbano,Privado
180151900,NIVEL INICIAL Y JARDIN MATERNAL NUBECITAS DE ALGODON IPP-56,18168,Urbano,Privado
180152100,INSTITUTO DE ENSEÑANZA PRIVADA CREA,18021,Urbano,Privado
180152600,ESCUELA Nº 962,18021,Urbano,Estatal
180152700,COLEGIO SECUNDARIO CAUTIVAS CORRENTINAS,18021,Urbano,Estatal
180152800,COLEGIO SECUNDARIO JOSÉ HERNÁNDEZ ,18021,Urbano,Estatal
180152900,ESCUELA Nº 961,18028,Rural,Estatal
180153000,ESCUELA Nº 963 JUAN FRANCISCO GUENAGA,18035,Rural,Estatal
180153100,ESCUELA Nº 264,18042,Rural,Estatal
180153200,ESCUELA Nº 377 COSTA TALAR ZONA ISLA,18070,Rural,Estatal
180153400,COLEGIO SECUNDARIO DE ITUZAINGO,18084,Urbano,Estatal
180153700,COLEGIO SECUNDARIO EN ESTACION LABOUGLE,18112,Rural,Estatal
180153800,ESCUELA Nº 210 SARGENTO CABRAL,18119,Rural,Estatal
180153900,COLEGIO SECUNDARIO AMADO BONPLAND,18119,Rural,Estatal
180154300,ESCUELA Nº 964,18147,Rural,Estatal
180154500,CENTRO DE FORMACION RURAL LAS COLINAS IS.35,18168,Urbano,Privado
180154900,INSTITUTO SAINT MARTIN IS-41,18021,Urbano,Privado
180155000,COLEGIO SECUNDARIO FERNANDO PIRAGINE NIVEYRO,18021,Urbano,Estatal
180155100,ESCUELA TECNICA CONSTRUCCIONES PORTUARIAS Y VIAS NAVEGABLES,18021,Urbano,Estatal
180155200,COLEGIO SECUNDARIO JUAN PABLO II,18112,Urbano,Estatal
180155800,COLEGIO SECUNDARIO PTE.DR.RAUL RICARDO ALFONSIN,18021,Urbano,Estatal
180155900,COLEGIO SECUNDARIO IBERA,18021,Urbano,Estatal
180156100,ESCUELA Nº 967,18105,Rural,Estatal
180156200,ESCUELA Nº 970 JOSEFA PAMPIN DE FONSECA,18175,Rural,Estatal
180156300,ESCUELA Nº 968 CARMELO FERNANDEZ,18028,Rural,Estatal
180156500,ESCUELA Nº 971,18049,Rural,Estatal
180156600,COLEGIO SECUNDARIO JOSE MARIA CANTEROS,18028,Rural,Estatal
180156700,E.F.A.ÑANEMBA'E-IS 49,18091,Rural,Privado
180156800,E.F.A.RENACER I.S.47,18126,Rural,Privado
180156900,INSTITUTO PRIVADO NUEVA GENERACION IPP.60-IP.73,18021,Urbano,Privado
180157000,E.F.A.LA CRUZ - IS.45,18147,Urbano,Privado
180157100,E.F.A.MENSU PEGUARA IS.46,18035,Urbano,Privado
180157200,E.F.A.GUAYQUIRARO I.S 48,18049,Rural,Privado
180157300,ESCUELA TECNICA ALFREDO CARLOS PASSERA,18112,Urbano,Estatal
180157400,CENTRO DE DESARROLLO INFANTIL MITAI ROGA XII,18021,Urbano,Estatal
180157500,J.I.N. Nº 14 (SEDE) - ESCUELA Nº 10,18021,Urbano,Estatal
180157501,J.I.N. Nº 14 - ESCUELA Nº 9 GUSTAVO S.GOMEZ,18021,Urbano,Estatal
180157502,J.I.N. Nº 14 - ESCUELA Nº 299,18021,Urbano,Estatal
180157600,J.I.N. Nº 15 (SEDE),18021,Urbano,Estatal
180157601,J.I.N. Nº 15 - ESCUELA Nº 291,18021,Urbano,Estatal
180157700,ESCUELA JARDIN DE INFANTES N° 41 MARIA ELENA WALSH,18021,Urbano,Estatal
180157800,J.I.N. Nº 17 SAN CAYETANO (SEDE) - ESCUELA Nº 553,18021,Urbano,Estatal
180157801,J.I.N. Nº 17 SAN CAYETANO - ESCUELA Nº 403,18021,Rural,Estatal
180157802,J.I.N. Nº 17 SAN CAYETANO - ESCUELA Nº 439,18021,Rural,Estatal
180157803,J.I.N. Nº 17 SAN CAYETANO - ESCUELA Nº 605,18021,Rural,Estatal
180157900,J.I.N. Nº 25 AVIONCITO DE PAPEL (SEDE) - ESCUELA Nº 606,18021,Urbano,Estatal
180157901,J.I.N. Nº 25 - ESCUELA Nº 401 MANUEL F. LAINEZ,18021,Rural,Estatal
180157902,J.I.N. Nº 25 - ESCUELA Nº 240 ALMAFUERTE,18021,Rural,Estatal
180157903,J.I.N. Nº 25 - ESCUELA Nº 729,18021,Rural,Estatal
180158000,J.I.N. Nº 40 (SEDE) - ESCUELA Nº 957,18021,Urbano,Estatal
180158001,J.I.N. Nº 40 - ESCUELA Nº 280,18021,Urbano,Estatal
180158002,J.I.N. Nº 40 - ESCUELA Nº 356,18021,Urbano,Estatal
180158003,J.I.N. Nº 40 - ESCUELA Nº 375,18021,Urbano,Estatal
180158100,J.I.N. Nº 41 RATITA PRESUMIDA (SEDE) - ESCUELA Nº 368,18021,Urbano,Estatal
180158101,J.I.N. Nº 41 HUELLITAS - ESCUELA Nº 962,18021,Rural,Estatal
180158200,ESCUELA JARDIN DE INFANTES Nº 31 LAS SEMILLITAS DEL CENTENARIO,18021,Urbano,Estatal
180158300,ESCUELA JARDIN DE INFANTES Nº 32,18021,Urbano,Estatal
180158400,ESCUELA JARDIN DE INFANTES Nº 33 LOS PINGUINITOS,18021,Urbano,Estatal
180158500,ESCUELA JARDIN DE INFANTES Nº 34 DULCE LAGUNITA,18021,Urbano,Estatal
180158600,ESCUELA JARDIN DE INFANTES Nº 35 LA TORTUGA CAROLA,18021,Urbano,Estatal
180158700,ESCUELA JARDIN DE INFANTES Nº 36,18021,Urbano,Estatal
180158800,ESCUELA JARDIN DE INFANTES Nº 37 ISONDU,18021,Urbano,Estatal
180158900,ESCUELA JARDIN DE INFANTES Nº 38 PIPO PESCADOR,18021,Urbano,Estatal
180159000,ESCUELA JARDIN DE INFANTES Nº 39 EL PAIS DE LAS MARAVILLAS,18021,Urbano,Estatal
180159100,ESCUELA JARDIN DE INFANTES Nº 40 POLLITO TRAVIESO,18021,Urbano,Estatal
180159200,ESCUELA Nº 972 DOÑA JUANA B. ESPINDOLA DE ALCARAZ,18070,Rural,Estatal
180159400,J.I.N. Nº 32 (SEDE),18007,Urbano,Estatal
180159401,J.I.N. Nº 32 - ESCUELA Nº 17,18007,Urbano,Estatal
180159402,J.I.N. Nº 32 - ESCUELA Nº 18,18007,Urbano,Estatal
180159403,J.I.N. Nº 32 - ESCUELA Nº 665,18007,Urbano,Estatal
180159404,J.I.N. Nº 32 - ESCUELA Nº 984,18007,Urbano,Estatal
180159500,J.I.N. Nº 18 (SEDE) - ESCUELA Nº 29 DIVINO NIÑO,18028,Urbano,Estatal
180159501,J.I.N. Nº 18 - ESCUELA Nº 600,18028,Urbano,Estatal
180159600,J.I.N. Nº 26 (SEDE),18028,Urbano,Estatal
180159601,J.I.N. Nº 26 - ESCUELA Nº 194,18028,Urbano,Estatal
180159602,J.I.N. Nº 26 - ESCUELA Nº 519,18028,Rural,Estatal
180159603,J.I.N. Nº 26 - ESCUELA Nº 868,18028,Rural,Estatal
180159604,J.I.N. Nº 26 - ESCUELA Nº 548,18028,Rural,Estatal
180159605,J.I.N. Nº 26 - ESCUELA Nº 308,18028,Urbano,Estatal
180159607,J.I.N. Nº 26 - ESCUELA Nº 315 ,18028,Urbano,Estatal
180159700,J.I.N. Nº 28 (SEDE) - ESCUELA Nº 144,18028,Rural,Estatal
180159701,J.I.N. Nº 28 - ESCUELA Nº 218,18028,Rural,Estatal
180159702,J.I.N. Nº 28 - ESCUELA Nº 72,18028,Rural,Estatal
180159703,J.I.N. Nº 28 - ESCUELA Nº 145,18028,Rural,Estatal
180159704,J.I.N. Nº 28 - ESCUELA PRIMARIA Nº 234,18028,Rural,Estatal
180159800,J.I.N. Nº 29 (SEDE) - ESCUELA Nº 799,18028,Rural,Estatal
180159801,J.I.N. Nº 29 - ESCUELA Nº 829,18028,Rural,Estatal
180159802,J.I.N. Nº 29 - ESCUELA Nº 211,18028,Rural,Estatal
180159900,J.I.N. Nº 42 (SEDE) COFRECITO MAGICO,18035,Urbano,Estatal
180159901,J.I.N. Nº 42 - ESCUELA Nº 565,18035,Urbano,Estatal
180160000,J.I.N. Nº 43 IVOTI MINI (SEDE) - ESCUELA Nº 321,18035,Urbano,Estatal
180160001,J.I.N. Nº 43 IVOTI MINI - ESCUELA Nº 564,18035,Urbano,Estatal
180160100,J.I.N. Nº 44 (SEDE),18035,Urbano,Estatal
180160101,J.I.N. Nº 44 - ESCUELA Nº 36,18035,Urbano,Estatal
180160200,J.I.N. Nº 20 (SEDE),18042,Urbano,Estatal
180160201,J.I.N. Nº 20 - ESCUELA Nº 43,18042,Urbano,Estatal
180160202,J.I.N. Nº 20 - ESCUELA Nº 44,18042,Urbano,Estatal
180160203,J.I.N. Nº 20 - ESCUELA Nº 750,18042,Rural,Estatal
180160300,J.I.N. Nº 19 (SEDE) - ESCUELA Nº 53,18049,Urbano,Estatal
180160301,J.I.N. Nº 19 - ESCUELA Nº 620,18049,Urbano,Estatal
180160400,J.I.N. Nº 35 (SEDE),18056,Urbano,Estatal
180160401,J.I.N. Nº 35 - ESCUELA Nº 123,18056,Urbano,Estatal
180160402,J.I.N. Nº 35 - ESCUELA Nº 184,18056,Urbano,Estatal
180160403,J.I.N. Nº 35 - ESCUELA Nº 226,18056,Urbano,Estatal
180160404,J.I.N. Nº 35 - ESCUELA Nº 602,18056,Rural,Estatal
180160500,J.I.N. Nº 31 (SEDE) MIS PRIMEROS PASOS,18063,Urbano,Estatal
180160501,J.I.N. Nº 31 - ESCUELA Nº 189,18063,Urbano,Estatal
180160502,J.I.N. Nº 31 - ESCUELA Nº 328,18063,Urbano,Estatal
180160503,J.I.N. Nº 31 - ESCUELA Nº 493,18063,Rural,Estatal
180160504,J.I.N. Nº 31 - ESCUELA Nº 415,18063,Urbano,Estatal
180160600,J.I.N. Nº 10 (SEDE) - ESCUELA Nº 197,18070,Urbano,Estatal
180160601,J.I.N. Nº 10 - ESCUELA Nº 118,18070,Urbano,Estatal
180160602,J.I.N. Nº 10 - ESCUELA Nº 717,18070,Urbano,Estatal
180160603,J.I.N. Nº 10 - ESCUELA Nº 348,18070,Rural,Estatal
180160604,J.I.N. Nº 10 BRUJITA ENCANTADA - ESCUELA Nº 281,18070,Rural,Estatal
180160700,J.I.N. Nº 11 (SEDE) - ESCUELA Nº 601,18070,Urbano,Estatal
180160701,J.I.N. Nº 11 - ESCUELA Nº 254,18070,Urbano,Estatal
180160800,J.I.N. Nº 12 (SEDE),18070,Urbano,Estatal
180160801,J.I.N. Nº 12 - EX ESCUELA Nº 201,18070,Urbano,Estatal
180160802,J.I.N. Nº 12 - ESCUELA Nº 463,18070,Urbano,Estatal
180160803,J.I.N. Nº 12 - ESCUELA PRIMARIA Nº 733,18070,Rural,Estatal
180160900,J.I.N. Nº 13 (SEDE),18070,Urbano,Estatal
180160901,J.I.N. Nº 13 - ESCUELA Nº 207,18070,Urbano,Estatal
